"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"80","140.94621286230745","26.662561547212142","0","0","0.03090000000000004","0.04200000000000004","0.0198","1560","0.00042712265002658567","0","0.00042712265002658567","0.00042712265002658567","80_79:0.024073044136992072;80_92:0.003359410236023097;80_81:0.019338485962132668","80_79:84;80_92:100;80_81:84","true"
"81","210.21658631139226","179.64045810482205","0","0","0.005800000000000027","0.007","0.0046000000000000485","1560","0.000513568275280279","0","0.000513568275280279","0.000513568275280279","81_82:0.005033640519803401;81_80:0.019338485962132668","81_82:100;81_80:84","true"
"82","48.124429292068555","75.69775320501904","0","0","0.05580000000000007","0.05820000000000003","0.0534","1560","0.0004593635280180207","0","0.0004593635280180207","0.0004593635280180207","82_83:0.014185939699734723;82_81:0.005033640519803401;82_73:1","82_83:84;82_81:100;82_73:104","true"
"83","170.30572795005813","92.39574807144255","0","0","0.01079999999999992","0.0124","0.009199999999999986","1560","0.00031162754267820346","0","0.00031162754267820346","0.00031162754267820346","83_82:0.014185939699734723;83_84:0.0031541547122878044","83_82:84;83_84:124","true"
"84","238.50950282007798","177.68123282983586","0","0","0.0495000000000001","0.05900000000000005","0.04","1560","0.00033140906818663305","0","0.00033140906818663305","0.00033140906818663305","84_85:0.007309457724818308;84_93:0.002073151360743125;84_83:0.0031541547122878044","84_85:104;84_93:84;84_83:124","true"
"85","10.833300127609593","17.097661128375226","0","0","0.029100000000000015","0.0452","0.013000000000000012","1560","0.001293440195975179","0","0.001293440195975179","0.001293440195975179","85_84:0.007309457724818308;85_86:0.010920541646226106","85_84:104;85_86:84","true"
"86","217.2149543907791","125.76898050956243","0","0","0.06590000000000007","0.0806","0.05120000000000002","1560","0.000215365913080264","0","0.000215365913080264","0.000215365913080264","86_87:0.0032871418134329533;86_85:0.010920541646226106;86_74:0.0020484718716873296","86_87:84;86_85:84;86_74:124","true"
"87","132.9747344896656","161.1557072364601","0","0","0.005900000000000016","0.0074","0.0043999999999999595","1560","0.00015110145182867653","0","0.00015110145182867653","0.00015110145182867653","87_86:0.0032871418134329533;87_88:0.005588731422770166","87_86:84;87_88:84","true"
"88","246.2203904646856","289.21910212593804","0","0","0.07020000000000004","0.08020000000000005","0.0602","1560","0.0016109424509687747","0","0.0016109424509687747","0.0016109424509687747","88_94:0.009898092446091439;88_89:0.00799373723520802;88_87:0.005588731422770166","88_94:92;88_89:84;88_87:84","true"
"89","23.754962047551174","33.719807305011585","0","0","0.013299999999999979","0.0144","0.012199999999999989","1560","0.0005578072511874841","0","0.0005578072511874841","0.0005578072511874841","89_88:0.00799373723520802;89_90:0.0035653166041391404","89_88:84;89_90:100","true"
"90","231.50830744375293","220.31732574419826","0","0","0.03410000000000002","0.02639999999999998","0.0418","1560","0.00016164464426207973","0","0.00016164464426207973","0.00016164464426207973","90_89:0.0035653166041391404;90_75:0.003169177975597015","90_89:100;90_75:104","true"
"91","58.25637987804323","25.910657303468074","0","0","0.0131","0.014599999999999946","0.0116","1560","0.0003586426368636892","0","0.0003586426368636892","0.0003586426368636892","91_95:0.0034760678851835924;91_76:0.012928609511085265","91_95:144;91_76:100","true"
"92","113.61540556019737","141.02277222837648","0","0","0.006399999999999961","0.0092","0.0036000000000000476","1560","0.0005274603638727655","0","0.0005274603638727655","0.0005274603638727655","92_99:0.002033569605103952;92_80:0.003359410236023097","92_99:84;92_80:100","true"
"93","237.75777283663083","180.27612362586845","0","0","0.01079999999999992","0.012199999999999989","0.0094","1560","0.00018846610555283826","0","0.00018846610555283826","0.00018846610555283826","93_84:0.002073151360743125;93_103:0.0024014220013580667","93_84:84;93_103:124","true"
"94","223.59311832952102","141.93477775077943","0","0","0.010700000000000043","0.0118","0.009600000000000053","1560","0.00031565608397314564","0","0.00031565608397314564","0.00031565608397314564","94_88:0.009898092446091439;94_107:0.005600773565182293","94_88:92;94_107:120","true"
"95","247.5652575074545","123.68337908632968","0","0","0.05269999999999997","0.0478","0.057599999999999985","1560","0.0010019989798407966","0","0.0010019989798407966","0.0010019989798407966","95_91:0.0034760678851835924;95_96:0.008600391518690603","95_91:144;95_96:84","true"
"96","57.04875954747435","63.23749418837286","0","0","0.010399999999999965","0.0098","0.01100000000000001","1560","0.0004854048581396937","0","0.0004854048581396937","0.0004854048581396937","96_95:0.008600391518690603;96_97:0.009215946583997298","96_95:84;96_97:84","true"
"97","242.27780436770828","192.19732793432672","0","0","0.030000000000000027","0.0276","0.032399999999999984","1560","0.00014740823044479142","0","0.00014740823044479142","0.00014740823044479142","97_98:0.001986913592712386;97_110:0.00191237302995112;97_96:0.009215946583997298","97_98:124;97_110:104;97_96:84","true"
"98","168.50745016144808","49.48905181334418","0","0","0.01990000000000003","0.027000000000000024","0.0128","1560","0.00015169338539886465","0","0.00015169338539886465","0.00015169338539886465","98_99:0.006420680583475252;98_97:0.001986913592712386","98_99:84;98_97:124","true"
"99","165.42360483506295","26.893007127258095","0","0","0.016100000000000003","0.0154","0.016800000000000037","1560","0.00029891861082064814","0","0.00029891861082064814","0.00029891861082064814","99_98:0.006420680583475252;99_92:0.002033569605103952;99_100:0.014340061633985296","99_98:84;99_92:84;99_100:84","true"
"100","12.637487500562305","15.592048460838592","0","0","0.18809999999999993","0.28","0.0962","1560","0.00269847300678441","0","0.00269847300678441","0.00269847300678441","100_101:0.0048314263328393114;100_99:0.014340061633985296","100_101:84;100_99:84","true"
"101","173.34598427328189","106.46229577510672","0","0","0.05030000000000001","0.0696","0.031","1560","0.00025939661824013813","0","0.00025939661824013813","0.00025939661824013813","101_100:0.0048314263328393114;101_111:0.002725780459546495;101_102:0.0031338150188621183","101_100:84;101_111:124;101_102:84","true"
"102","161.65230346780228","57.04008198636458","0","0","0.025399999999999978","0.0284","0.022399999999999975","1560","0.0004711452160854176","0","0.0004711452160854176","0.0004711452160854176","102_103:0.005452158272712282;102_101:0.0031338150188621183","102_103:84;102_101:84","true"
"103","283.7326895239968","80.63385842644388","0","0","0.02190000000000003","0.021399999999999975","0.0224","1560","0.00015788309720142355","0","0.00015788309720142355","0.00015788309720142355","103_102:0.005452158272712282;103_104:0.002872521527637062;103_93:0.0024014220013580667","103_102:84;103_104:100;103_93:124","true"
"104","59.5424838853337","87.99259138525515","0","0","0.01100000000000001","0.016","0.006000000000000005","1560","0.00033260732773255893","0","0.00033260732773255893","0.00033260732773255893","104_105:0.005374868978331809;104_103:0.002872521527637062","104_105:120;104_103:100","true"
"105","73.78383647994607","87.7784572845789","0","0","0.04960000000000009","0.052200000000000024","0.047","1560","0.0003312419289926565","0","0.0003312419289926565","0.0003312419289926565","105_104:0.005374868978331809;105_112:0.004763113809644226;105_106:0.015012010492601868","105_104:120;105_112:84;105_106:84","true"
