"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"67","180.1399919247547","193.07857569027797","0","0","0.03720000000000001","0.03959999999999997","0.0348","1560","0.00022085130346249747","0","0.00022085130346249747","0.00022085130346249747","67_74:0.0022564518976385672;67_68:0.0038569242078502486;67_66:0.005103149450495753","67_74:88;67_68:104;67_66:84","true"
"68","222.35034258557891","79.33026511047431","0","0","0.028299999999999992","0.026599999999999957","0.03","1560","0.00040225428802783607","0","0.00040225428802783607","0.00040225428802783607","68_69:0.004792174073870198;68_67:0.0038569242078502486","68_69:124;68_67:104","true"
"69","206.1062139408471","50.80052363794135","0","0","0.036699999999999955","0.029200000000000004","0.0442","1560","0.00034590927631746905","0","0.00034590927631746905","0.00034590927631746905","69_56:0.004127325059547021;69_68:0.004792174073870198;69_70:0.013255925287776749","69_56:176;69_68:124;69_70:84","true"
"70","48.2633334970169","33.581081683693064","0","0","0.0393","0.029","0.04959999999999998","1560","0.0006290768404974218","0","0.0006290768404974218","0.0006290768404974218","70_69:0.013255925287776749;70_71:0.010592027006946753","70_69:84;70_71:84","true"
"71","198.73886862337858","41.06613904656338","0","0","0.028699999999999948","0.024399999999999977","0.033","1560","0.0003135271193854532","0","0.0003135271193854532","0.0003135271193854532","71_75:0.003913032994696752;71_70:0.010592027006946753","71_75:120;71_70:84","true"
"72","266.3929221640432","98.4251275370832","0","0","0.010699999999999932","0.0112","0.010199999999999987","1560","0.0007072381344410671","0","0.0007072381344410671","0.0007072381344410671","72_78:0.003531414395100546;72_59:0.0024002877191575678","72_78:136;72_59:84","true"
"73","253.96544309919247","103.49299368347853","0","0","0.009800000000000031","0.009","0.010600000000000054","1560","0.0004795778639994049","0","0.0004795778639994049","0.0004795778639994049","73_63:0.003524325205460477;73_82:0.1471347699490416","73_63:104;73_82:104","true"
"74","251.0355892272107","154.82053769647226","0","0","0.010299999999999976","0.011","0.009600000000000053","1560","0.00036245667318607415","0","0.00036245667318607415","0.00036245667318607415","74_86:0.002441731043981016;74_67:0.0022564518976385672","74_86:124;74_67:88","true"
"75","235.08847010001153","114.02556353131281","0","0","0.0242","0.028200000000000003","0.0202","1560","0.0016599961513713113","0","0.0016599961513713113","0.0016599961513713113","75_90:0.0027808629273176344;75_71:0.003913032994696752","75_90:104;75_71:120","true"
"76","189.0712328253326","156.15352945355053","0","0","0.040100000000000025","0.03320000000000001","0.047","1560","0.0012222836796519359","0","0.0012222836796519359","0.0012222836796519359","76_91:0.020930989211957657;76_77:0.03906418521471358","76_91:100;76_77:84","true"
"77","182.552081894926","177.67183896119957","0","0","0.016599999999999948","0.0186","0.014599999999999946","1560","0.0002443469163856463","0","0.0002443469163856463","0.0002443469163856463","77_78:0.004362520206255244;77_76:0.03906418521471358","77_78:84;77_76:84","true"
"78","98.45726685691788","133.38835915853673","0","0","0.02510000000000001","0.033399999999999985","0.0168","1560","0.00028167892014257384","0","0.00028167892014257384","0.00028167892014257384","78_79:0.03574317067596747;78_72:0.003531414395100546;78_77:0.004362520206255244","78_79:104;78_72:136;78_77:84","true"
"79","76.45356561821963","50.80287664558508","0","0","0.02639999999999998","0.043","0.009800000000000031","1560","0.0033213284759504016","0","0.0033213284759504016","0.0033213284759504016","79_78:0.03574317067596747;79_80:0.021209630390302353","79_78:104;79_80:84","true"
"80","173.84812688573197","30.409493146923882","0","0","0.02859999999999996","0.027200000000000002","0.03","1560","0.00025912744644127295","0","0.00025912744644127295","0.00025912744644127295","80_79:0.021209630390302353;80_92:0.0025289137762965486;80_81:0.012348665469141817","80_79:84;80_92:100;80_81:84","true"
"81","156.22310819076364","140.92605849024122","0","0","0.006700000000000039","0.0096","0.0038000000000000256","1560","0.00035601232515818364","0","0.00035601232515818364","0.00035601232515818364","81_82:0.0062613936003182435;81_80:0.012348665469141817","81_82:100;81_80:84","true"
"82","46.50673503360986","46.83080736289479","0","0","0.04849999999999999","0.059599999999999986","0.0374","1560","0.0003508975979098416","0","0.0003508975979098416","0.0003508975979098416","82_83:0.007450961305778991;82_81:0.0062613936003182435;82_73:0.1471347699490416","82_83:84;82_81:100;82_73:104","true"
"83","139.60465581118214","99.37256806050182","0","0","0.009299999999999975","0.0146","0.0040000000000000036","1560","0.00028067423385178534","0","0.00028067423385178534","0.00028067423385178534","83_82:0.007450961305778991;83_84:0.0030921872150009855","83_82:84;83_84:124","true"
"84","166.10330117014794","110.44835627667847","0","0","0.043099999999999916","0.045599999999999974","0.0406","1560","0.00024187041409094492","0","0.00024187041409094492","0.00024187041409094492","84_93:0.0021588106502508364;84_83:0.0030921872150009855;84_85:0.015803770256350103","84_93:84;84_83:124;84_85:104","true"
"85","5.800500920057974","11.603334953358035","0","0","0.02980000000000005","0.0508","0.00880000000000003","1560","0.0019057447695353636","0","0.0019057447695353636","0.0019057447695353636","85_86:0.012095996850857632;85_84:0.015803770256350103","85_86:84;85_84:104","true"
"86","229.2746015235706","153.15318476610906","0","0","0.09150000000000003","0.0952","0.08779999999999999","1560","0.0001762129066269319","0","0.0001762129066269319","0.0001762129066269319","86_74:0.002441731043981016;86_87:0.0021581014346787053;86_85:0.012095996850857632","86_74:124;86_87:84;86_85:84","true"
"87","174.19317671735246","162.98857453992437","0","0","0.006000000000000005","0.0078","0.0041999999999999815","1560","0.00021259761723619854","0","0.00021259761723619854","0.00021259761723619854","87_86:0.0021581014346787053;87_88:0.0943999780007243","87_86:84;87_88:84","true"
"88","48.71020097281382","59.64566730070927","0","0","0.11919999999999997","0.22540000000000004","0.013","1560","0.02477078921813018","0","0.02477078921813018","0.02477078921813018","88_94:0.12096317518643684;88_87:0.0943999780007243;88_89:0.06559441316246506","88_94:92;88_87:84;88_89:84","true"
"89","88.34498168274385","107.18251762544872","0","0","0.015100000000000002","0.0178","0.012399999999999967","1560","0.0005504956927668141","0","0.0005504956927668141","0.0005504956927668141","89_90:0.0032895002618760216;89_88:0.06559441316246506","89_90:100;89_88:84","true"
"90","189.97408815392345","266.92470060108315","0","0","0.042100000000000026","0.040000000000000036","0.0442","1560","0.00029046516669265854","0","0.00029046516669265854","0.00029046516669265854","90_75:0.0027808629273176344;90_89:0.0032895002618760216","90_75:104;90_89:100","true"
"91","88.9070023758286","67.02781486017425","0","0","0.013399999999999967","0.01319999999999999","0.0136","1560","0.00031347382682861164","0","0.00031347382682861164","0.00031347382682861164","91_95:0.003828409091585133;91_76:0.020930989211957657","91_95:144;91_76:100","true"
"92","271.33657830898846","179.31080549326504","0","0","0.00649999999999995","0.0088","0.0041999999999999815","1560","0.0007268401717831734","0","0.0007268401717831734","0.0007268401717831734","92_99:0.0019073555736877357;92_80:0.0025289137762965486","92_99:84;92_80:100","true"
"93","161.85784783329757","196.27578343701614","0","0","0.010499999999999954","0.012199999999999989","0.0088","1560","0.0003367013284581576","0","0.0003367013284581576","0.0003367013284581576","93_103:0.0028837722615959738;93_84:0.0021588106502508364","93_103:124;93_84:84","true"
"94","166.36924967295073","164.67538171981428","0","0","0.00880000000000003","0.01","0.007600000000000051","1560","0.0002476220654999012","0","0.0002476220654999012","0.0002476220654999012","94_107:0.003123602800498254;94_88:0.12096317518643684","94_107:120;94_88:92","true"
"95","216.09849857695582","234.18637824240233","0","0","0.049900000000000055","0.0436","0.05620000000000003","1560","0.00036162634113077644","0","0.00036162634113077644","0.00036162634113077644","95_91:0.003828409091585133;95_96:0.009222151378870669","95_91:144;95_96:84","true"
"96","65.40753434342892","75.94974014533963","0","0","0.010299999999999976","0.0102","0.010399999999999965","1560","0.00040264761132005703","0","0.00040264761132005703","0.00040264761132005703","96_95:0.009222151378870669;96_97:0.01975308937860576","96_95:84;96_97:84","true"
"97","143.16641328748346","216.39436151207744","0","0","0.044300000000000006","0.07399999999999995","0.0146","1560","0.0029842641176076093","0","0.0029842641176076093","0.0029842641176076093","97_98:0.018674518205506252;97_110:0.010893057274967921;97_96:0.01975308937860576","97_98:124;97_110:104;97_96:84","true"
"98","140.80918256484193","60.69997643602195","0","0","0.025599999999999956","0.03059999999999996","0.0206","1560","0.00020337330269229367","0","0.00020337330269229367","0.00020337330269229367","98_99:0.009669606271438314;98_97:0.018674518205506252","98_99:84;98_97:124","true"
"99","146.87349844384676","115.52562597142358","0","0","0.014899999999999913","0.01759999999999995","0.0122","1560","0.00023864763353069167","0","0.00023864763353069167","0.00023864763353069167","99_98:0.009669606271438314;99_92:0.0019073555736877357;99_100:0.012409193584013711","99_98:84;99_92:84;99_100:84","true"
"100","141.7730122319879","161.37538332014867","0","0","0.22140000000000004","0.3456","0.0972","1560","0.003072079713445144","0","0.003072079713445144","0.003072079713445144","100_99:0.012409193584013711;100_101:0.009282563883096645","100_99:84;100_101:84","true"
"101","62.186380278586995","64.07690735737658","0","0","0.047900000000000054","0.06540000000000001","0.0304","1560","0.00021227851639622248","0","0.00021227851639622248","0.00021227851639622248","101_111:0.0027491296513255103;101_102:0.004284986190315698;101_100:0.009282563883096645","101_111:124;101_102:84;101_100:84","true"
"102","236.40684450476783","49.768997621697736","0","0","0.02960000000000007","0.031","0.028200000000000003","1560","0.0002313649917954937","0","0.0002313649917954937","0.0002313649917954937","102_103:0.00471342571482028;102_101:0.004284986190315698","102_103:84;102_101:84","true"
