"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"103","242.22698187466062","74.48644205095287","0","0","0.022499999999999964","0.017800000000000038","0.0272","1560","0.0001683955719910293","0","0.0001683955719910293","0.0001683955719910293","103_93:0.0028837722615959738;103_102:0.00471342571482028;103_104:0.0036819725193415476","103_93:124;103_102:84;103_104:100","true"
"104","66.35209598837687","94.51612936628413","0","0","0.009500000000000064","0.015","0.0040000000000000036","1560","0.00032908857112018744","0","0.00032908857112018744","0.00032908857112018744","104_103:0.0036819725193415476;104_105:0.007236919474473524","104_103:100;104_105:120","true"
"105","99.82267037136252","93.16341474289679","0","0","0.05279999999999996","0.06020000000000003","0.0454","1560","0.0004153408795448502","0","0.0004153408795448502","0.0004153408795448502","105_112:0.0046598970159338615;105_106:0.013408307292779365;105_104:0.007236919474473524","105_112:84;105_106:84;105_104:120","true"
"106","124.02255726894516","111.2030018326747","0","0","0.022599999999999953","0.03600000000000003","0.0092","1560","0.0008720791159311516","0","0.0008720791159311516","0.0008720791159311516","106_107:0.006965161299328532;106_105:0.013408307292779365","106_107:84;106_105:84","true"
"107","252.3929399630486","223.32112371380575","0","0","0.03949999999999998","0.042200000000000015","0.0368","1560","0.00026958424165203466","0","0.00026958424165203466","0.00026958424165203466","107_94:0.003123602800498254;107_106:0.006965161299328532;107_108:0.002203499844630419","107_94:120;107_106:84;107_108:84","true"
"108","108.27169594546895","148.3550453142241","0","0","0.00550000000000006","0.0068","0.0041999999999999815","1560","0.00030786752563704997","0","0.00030786752563704997","0.00030786752563704997","108_107:0.002203499844630419;108_109:0.00510070859309622","108_107:84;108_109:124","true"
"109","20.374979052413764","18.20602639849254","0","0","0.031200000000000006","0.043200000000000016","0.0192","1560","0.0005370257082769655","0","0.0005370257082769655","0.0005370257082769655","109_113:0.004604110842524628;109_108:0.00510070859309622","109_113:124;109_108:124","true"
"110","212.40831530828896","243.45954500790177","0","0","0.006900000000000017","0.009199999999999986","0.0046","1560","0.00013922695745704924","0","0.00013922695745704924","0.00013922695745704924","110_116:0.004037812096024385;110_97:0.010893057274967921","110_116:84;110_97:104","true"
"111","192.54694793672982","93.26208971183748","0","0","0.01429999999999998","0.00880000000000003","0.0198","1560","0.0002787874726243159","0","0.0002787874726243159","0.0002787874726243159","111_120:0.0028172649462466504;111_101:0.0027491296513255103","111_120:144;111_101:124","true"
"112","245.09657192652318","205.6666161431224","0","0","0.008700000000000041","0.0118","0.005600000000000049","1560","0.00027560378803449933","0","0.00027560378803449933","0.00027560378803449933","112_124:0.010602547263012935;112_105:0.0046598970159338615","112_124:84;112_105:84","true"
"113","340.6760573221674","250.04944866247064","0","0","0.18269999999999997","0.178","0.1874","1560","0.0008585706858503535","0","0.0008585706858503535","0.0008585706858503535","113_128:0.0030409897694144705;113_109:0.004604110842524628","113_128:84;113_109:124","true"
"114","156.23222815683786","160.84408124936982","0","0","0.048799999999999955","0.0474","0.05020000000000002","1560","0.00032056603510872804","0","0.00032056603510872804","0.00032056603510872804","114_129:0.005679263331300283;114_115:0.0063735859265150185","114_129:84;114_115:120","true"
"115","55.02482181335274","131.69633931218382","0","0","0.0464","0.0498","0.04300000000000004","1560","0.0007541807832649633","0","0.0007541807832649633","0.0007541807832649633","115_116:0.0032329886495584548;115_114:0.0063735859265150185","115_116:152;115_114:120","true"
"116","131.2253081470103","96.1180188255906","0","0","0.01760000000000006","0.0174","0.017800000000000038","1560","0.00017256933438413393","0","0.00017256933438413393","0.00017256933438413393","116_117:0.009974045468384984;116_110:0.004037812096024385;116_115:0.0032329886495584548","116_117:84;116_110:84;116_115:152","true"
"117","124.65283159572071","26.099194950980788","0","0","0.020999999999999908","0.03059999999999996","0.0114","1560","0.001567994314897214","0","0.001567994314897214","0.001567994314897214","117_116:0.009974045468384984;117_118:0.013315784546658771","117_116:84;117_118:84","true"
"118","184.60187732493876","185.99714927258032","0","0","0.05120000000000002","0.0474","0.055","1560","0.00031125345085398793","0","0.00031125345085398793","0.00031125345085398793","118_117:0.013315784546658771;118_130:0.00343029786276855;118_119:0.007087040200821321","118_117:84;118_130:84;118_119:84","true"
"119","191.69702663394068","154.75100434497702","0","0","0.018000000000000016","0.0104","0.025599999999999956","1560","0.00028005205787208753","0","0.00028005205787208753","0.00028005205787208753","119_120:0.0021505736609523096;119_118:0.007087040200821321","119_120:84;119_118:84","true"
"120","106.55106600096865","161.01159830274102","0","0","0.013299999999999979","0.011199999999999988","0.0154","1560","0.00019583042791694732","0","0.00019583042791694732","0.00019583042791694732","120_111:0.0028172649462466504;120_121:0.0016369484474422769;120_119:0.0021505736609523096","120_111:144;120_121:84;120_119:84","true"
"121","249.67919341676824","127.95539815467593","0","0","0.015800000000000036","0.012","0.01959999999999995","1560","0.00015820235946658568","0","0.00015820235946658568","0.00015820235946658568","121_120:0.0016369484474422769;121_122:0.0021249169012024505","121_120:84;121_122:124","true"
"122","229.88292932298","265.57912329930446","0","0","0.022399999999999975","0.02400000000000002","0.0208","1560","0.00014909802919884973","0","0.00014909802919884973","0.00014909802919884973","122_131:0.003626499643653469;122_121:0.0021249169012024505;122_123:0.023405754469308426","122_131:100;122_121:124;122_123:84","true"
"123","84.8317258997444","72.48457960283623","0","0","0.1471","0.274","0.0202","1560","0.015324262061380009","0","0.015324262061380009","0.015324262061380009","123_122:0.023405754469308426;123_124:1","123_122:84;123_124:84","true"
"124","266.83023832121444","183.18641424611974","0","0","0.05179999999999996","0.0458","0.05779999999999996","1560","0.0001768239120035357","0","0.0001768239120035357","0.0001768239120035357","124_112:0.010602547263012935;124_125:0.004860481058897914;124_123:1","124_112:84;124_125:124;124_123:84","true"
"125","173.31219696224005","157.34745407298527","0","0","0.010499999999999954","0.0112","0.009800000000000031","1560","0.0002016116617676909","0","0.0002016116617676909","0.0002016116617676909","125_124:0.004860481058897914;125_126:0.041783501092346464","125_124:124;125_126:100","true"
"126","19.272791144094857","2.7490664885962572","0","0","0.10959999999999992","0.17479999999999996","0.0444","1560","0.0038898753450826756","0","0.0038898753450826756","0.0038898753450826756","126_132:0.04257263489041008;126_125:0.041783501092346464;126_127:0.04071751002072821","126_132:100;126_125:100;126_127:84","true"
"127","254.17439823132653","70.26838114039637","0","0","0.031100000000000017","0.0348","0.02739999999999998","1560","0.000358565045015527","0","0.000358565045015527","0.000358565045015527","127_128:0.005619983802229639;127_126:0.04071751002072821","127_128:84;127_126:84","true"
"128","308.55515652768025","200.06035141345518","0","0","0.01849999999999996","0.014000000000000012","0.023","1560","0.0002507375073661231","0","0.0002507375073661231","0.0002507375073661231","128_113:0.0030409897694144705;128_127:0.005619983802229639","128_113:84;128_127:84","true"
"129","232.6519564687008","119.63643114875251","0","0","0.016999999999999904","0.019399999999999973","0.0146","1560","0.0019117935463585781","0","0.0019117935463585781","0.0019117935463585781","129_114:0.005679263331300283","129_114:84","true"
"130","226.88457309233834","241.49203176705186","0","0","0.010199999999999987","0.0124","0.008000000000000007","1560","0.000776079445310463","0","0.000776079445310463","0.000776079445310463","130_118:0.00343029786276855","130_118:84","true"
"131","232.1756326154629","136.4852904033364","0","0","0.010499999999999954","0.0104","0.010600000000000054","1560","0.00032371865345853307","0","0.00032371865345853307","0.00032371865345853307","131_122:0.003626499643653469","131_122:100","true"
"132","268.3198434401597","372.3127168124503","0","0","0.014100000000000001","0.009000000000000008","0.0192","1560","0.00033415440809065244","0","0.00033415440809065244","0.00033415440809065244","132_126:0.04257263489041008","132_126:100","true"
