"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"70","136.60618530247262","33.72228660230001","4.71191954078685","0","0.0032999999999999696","0.006199999999999983","0.0004","1244.4444444444443","0.0003321702082070396","0","0.0003321702082070396","0.0003321702082070396","70_74:0.008188160671966371","70_74:561.7777777777777","true"
"71","13.518889655237002","14.137130444766493","4.546102184464764","0","0.0363","0.05059999999999998","0.022","1244.4444444444443","0.0018651339150558763","0","0.0018651339150558763","0.0018651339150558763","","","true"
"72","201.85958215754508","233.8702998717461","4.576616527180752","0","0.0021999999999999797","0.0038000000000000256","0.0006","1244.4444444444443","0.0001557806462326375","0","0.0001557806462326375","0.0001557806462326375","72_62:0.010486205528814935;72_81:0.006240497448774529","72_62:561.7777777777777;72_81:561.7777777777777","true"
"73","175.72108780816146","79.54122327351334","4.822091151645241","0","0.007800000000000029","0.011399999999999966","0.0042","1244.4444444444443","0.001067125810399185","0","0.001067125810399185","0.001067125810399185","73_66:0.0270351231497703;73_85:0.024430931714225","73_66:561.7777777777777;73_85:561.7777777777777","true"
"74","336.19960176652717","284.2845302015762","4.6096634858353855","0","0.050999999999999934","0.0436","0.05840000000000001","1244.4444444444443","0.00013343643564212634","0","0.00013343643564212634","0.00013343643564212634","","","true"
"75","256.3367590163306","151.23863731949854","4.787404210392802","0","0.0019000000000000128","0.0024","0.0013999999999999568","1244.4444444444443","0.00014527038308928487","0","0.00014527038308928487","0.00014527038308928487","75_90:0.007420112531943107;75_76:0.006907767521299041","75_90:561.7777777777777;75_76:561.7777777777777","true"
"76","339.6724444875387","226.8076144985569","4.683346140920358","0","0.0023999999999999577","0.0040000000000000036","0.0008","1244.4444444444443","0.00019157489390608424","0","0.00019157489390608424","0.00019157489390608424","76_77:0.010063780159315139","76_77:561.7777777777777","true"
"77","286.291021638164","223.34475728262979","4.576659631011698","0","0.0595703125","0.02734375","0.091796875","1244.4444444444443","0.0007490977858252226","0","0.0007490977858252226","0.0007490977858252226","77_78:0.012420029721108589;77_71:0.019676178683682516","77_78:561.7777777777777;77_71:561.7777777777777","true"
"78","345.70549093217636","285.98045893339054","4.483450313844114","0","0.02734375","0.009765625","0.044921875","1244.4444444444443","0.0001589666916744189","0","0.0001589666916744189","0.0001589666916744189","","","true"
"79","287.86542478968767","68.27076250156338","4.5706852923142165","0","0.126953125","0.107421875","0.146484375","1244.4444444444443","0.00047091425108669214","0","0.00047091425108669214","0.00047091425108669214","79_78:0.008325300042199196","79_78:561.7777777777777","true"
"80","29.00800102518456","27.685396622199665","4.600468057101105","0","0.14","0.20440000000000003","0.0756","1244.4444444444443","0.009391569526313231","0","0.009391569526313231","0.009391569526313231","80_81:0.05477170893151978;80_79:0.047875305868119306","80_81:561.7777777777777;80_79:561.7777777777777","true"
"81","229.65044490526154","77.50573746015033","4.498679972707844","0","0.0034000000000000696","0.0041999999999999815","0.0026","1244.4444444444443","0.0001940206603510785","0","0.0001940206603510785","0.0001940206603510785","","","true"
"82","257.8755736143694","99.28083563423678","4.602314115029437","0","0.0475000000000001","0.08720000000000006","0.0078","1244.4444444444443","0.0013357980544088388","0","0.0013357980544088388","0.0013357980544088388","82_83:0.00972364352062649;82_81:0.010230007320198659","82_83:561.7777777777777;82_81:561.7777777777777","true"
"83","342.6517251343816","47.016098174973195","4.636300379296027","0","0.020499999999999963","0.0238","0.017199999999999993","1244.4444444444443","0.00032961176861824387","0","0.00032961176861824387","0.00032961176861824387","","","true"
"84","224.69235088688754","147.4381248551857","4.749575514122158","0","0.0044999999999999485","0.007199999999999984","0.0018","1244.4444444444443","0.00019278435809967425","0","0.00019278435809967425","0.00019278435809967425","84_83:0.0046597334671778234","84_83:561.7777777777777","true"
"85","261.43436466453363","227.26486911048602","4.586875694019548","0","0.0023999999999999577","0.0038","0.0010000000000000009","1244.4444444444443","0.00022009145373552832","0","0.00022009145373552832","0.00022009145373552832","85_86:0.03201664101340851;85_84:0.011374942727162968","85_86:561.7777777777777;85_84:561.7777777777777","true"
"86","254.90275912832655","173.00089602780764","4.756398806270046","0","0.04369999999999996","0.04379999999999995","0.0436","1244.4444444444443","0.0005843200549208453","0","0.0005843200549208453","0.0005843200549208453","","","true"
"87","203.36946166962724","31.486186479125188","4.725082715335392","0","0.019600000000000062","0.0232","0.016","1244.4444444444443","0.0006193205619504445","0","0.0006193205619504445","0.0006193205619504445","87_93:0.019715182357993882;87_86:0.01403848189415613","87_93:561.7777777777777;87_86:561.7777777777777","true"
"88","240.30980459807233","34.53003139634558","4.566481592026702","0","0.021100000000000008","0.029000000000000026","0.0132","1244.4444444444443","0.00024195191967424392","0","0.00024195191967424392","0.00024195191967424392","88_89:0.019831248568117965;88_87:0.018040770530508093","88_89:561.7777777777777;88_87:561.7777777777777","true"
"89","259.1792741681736","150.29088895038007","4.796707575319644","0","0.04489999999999994","0.04","0.049799999999999955","1244.4444444444443","0.00015284169173131884","0","0.00015284169173131884","0.00015284169173131884","89_74:0.01540346087884692","89_74:561.7777777777777","true"
"90","300.0646687846685","194.14588360772478","4.704275099452071","0","0.0040999999999999925","0.007000000000000006","0.0012","1244.4444444444443","0.0003759811126056821","0","0.0003759811126056821","0.0003759811126056821","","","true"
"91","319.471324314405","87.20657422140674","4.709009978441138","0","0.0033000000000000806","0.0048000000000000265","0.0018","1244.4444444444443","0.00012713927845651803","0","0.00012713927845651803","0.00012713927845651803","91_79:0.016600555470282857;91_98:0.008040872544931188","91_79:561.7777777777777;91_98:561.7777777777777","true"
"92","142.67207909355645","67.91009118803973","4.729508479591034","0","0.0019000000000000128","0.0026000000000000467","0.0012","1244.4444444444443","0.0001804744845961906","0","0.0001804744845961906","0.0001804744845961906","92_83:0.008842676147656658;92_102:0.011039333432068948","92_83:561.7777777777777;92_102:561.7777777777777","true"
"93","101.94979217324142","107.78828848669602","4.678338741081567","0","0.01090000000000002","0.016000000000000014","0.0058","1244.4444444444443","0.0008765823717114586","0","0.0008765823717114586","0.0008765823717114586","93_106:0.023389463063977906","93_106:561.7777777777777","true"
"94","238.95081638152908","168.3653910419875","4.8761372433706365","0","0.00550000000000006","0.0068","0.0041999999999999815","1244.4444444444443","0.000218996323937393","0","0.000218996323937393","0.000218996323937393","94_90:0.008625984507998175;94_95:0.02174582308111747","94_90:561.7777777777777;94_95:561.7777777777777","true"
"95","283.7285094525098","23.63725172092299","4.597072428959265","0","0.010000000000000009","0.016000000000000014","0.004","1244.4444444444443","0.00017466511684334675","0","0.00017466511684334675","0.00017466511684334675","","","true"
"96","279.2696779227408","238.6481609945006","4.733026110878628","0","0.011400000000000077","0.02","0.0028000000000000247","1244.4444444444443","0.00032988875984131993","0","0.00032988875984131993","0.00032988875984131993","96_95:0.00944278031386192;96_109:0.013221871614674363;96_97:0.013190984518885451","96_95:561.7777777777777;96_109:561.7777777777777;96_97:561.7777777777777","true"
"97","231.87304600075186","213.64855366825898","4.806690500910263","0","0.008199999999999985","0.014599999999999946","0.0018","1244.4444444444443","0.000422731974877046","0","0.000422731974877046","0.000422731974877046","97_98:0.01106552604371211","97_98:561.7777777777777","true"
"98","170.17979218156026","31.41689173916989","4.608997204080558","0","0.00660000000000005","0.0096","0.0036000000000000476","1244.4444444444443","0.0004226668445397928","0","0.0004226668445397928","0.0004226668445397928","98_99:0.010716158877670384","98_99:561.7777777777777","true"
"99","239.7060759825667","71.8534111976281","4.574510122706036","0","0.00550000000000006","0.009399999999999964","0.0016","1244.4444444444443","0.00031231286949699803","0","0.00031231286949699803","0.00031231286949699803","","","true"
"100","187.8006604755582","50.05494223959512","4.647313557617196","0","0.0016000000000000458","0.0031999999999999806","0","1244.4444444444443","0.00024500997399721456","0","0.00024500997399721456","0.00024500997399721456","100_99:0.01072885382498004;100_110:0.008975393163734108","100_99:561.7777777777777;100_110:561.7777777777777","true"
"101","144.95429812576762","196.89082704181183","4.724304325679862","0","0.0036000000000000476","0.00539999999999996","0.0018","1244.4444444444443","0.0002787614133108215","0","0.0002787614133108215","0.0002787614133108215","101_100:0.015932190440676203;101_102:0.012689312767994176","101_100:561.7777777777777;101_102:561.7777777777777","true"
"102","141.2613112466314","154.07657597799746","4.6043185922135","0","0.0033999999999999586","0.0054","0.0013999999999999568","1244.4444444444443","0.00043633189259735153","0","0.00043633189259735153","0.00043633189259735153","","","true"
"103","285.8784659712072","168.6481812527286","4.664324530334935","0","0.0026000000000000467","0.0046000000000000485","0.0006","1244.4444444444443","0.0001711971655400521","0","0.0001711971655400521","0.0001711971655400521","103_102:0.009571535215336241;103_104:0.008636376187025396","103_102:561.7777777777777;103_104:561.7777777777777","true"
"104","251.05039002452435","34.839153997730726","4.802272815463523","0","0.005800000000000027","0.007","0.0046000000000000485","1244.4444444444443","0.0004175352660775677","0","0.0004175352660775677","0.0004175352660775677","","","true"
"105","137.18187859871225","83.62111524544305","4.739862549389961","0","0.0050000000000000044","0.0092","0.0008000000000000229","1244.4444444444443","0.0006369493021071944","0","0.0006369493021071944","0.0006369493021071944","105_104:0.023914144371054102;105_106:0.01708709482127399","105_104:561.7777777777777;105_106:561.7777777777777","true"
"106","297.71115799590956","43.297849454663265","4.710469000119299","0","0.02939999999999998","0.0272","0.03159999999999996","1244.4444444444443","0.0010710383812064612","0","0.0010710383812064612","0.0010710383812064612","","","true"
"107","292.0473212778983","36.68787088605235","4.6154875201147885","0","0.006900000000000017","0.011199999999999988","0.0026","1244.4444444444443","0.00019310145568593462","0","0.00019310145568593462","0.00019310145568593462","107_106:0.020113959093797623;107_108:0.004783243436054685","107_106:561.7777777777777;107_108:561.7777777777777","true"
"108","306.63613680702116","295.5332227442433","4.546232004136122","0","0.008700000000000041","0.013800000000000034","0.0036","1244.4444444444443","0.00021089279048260202","0","0.00021089279048260202","0.00021089279048260202","108_112:0.006828186337724751","108_112:561.7777777777777","true"
