"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"109","217.78778191722935","36.223192498113626","4.875211617480971","0","0.015100000000000002","0.013399999999999967","0.0168","1244.4444444444443","0.0004530574502410359","0","0.0004530574502410359","0.0004530574502410359","109_114:0.013304146760018926","109_114:561.7777777777777","true"
"110","145.69400960428132","56.23490214122632","4.805822459232418","0","0.0044999999999999485","0.006000000000000005","0.003","1244.4444444444443","0.00016163535205381165","0","0.00016163535205381165","0.00016163535205381165","110_118:0.010272089857905564","110_118:561.7777777777777","true"
"111","173.15014353045385","89.971577252571","4.768723491289277","0","0.0045999999999999375","0.008000000000000007","0.0012","1244.4444444444443","0.00028580334183096913","0","0.00028580334183096913","0.00028580334183096913","111_104:0.012463693575387902;111_122:0.01936609260111921","111_104:561.7777777777777;111_122:561.7777777777777","true"
"112","354.1818796212621","407.84601484494857","4.5836429077246175","0","0.0048000000000000265","0.007000000000000006","0.0026","1244.4444444444443","0.00018057200936339696","0","0.00018057200936339696","0.00018057200936339696","","","true"
"113","170.29480685648863","93.23239764477428","4.655661642906571","0","0.0021999999999999797","0.0033999999999999586","0.001","1244.4444444444443","0.00017224356334772723","0","0.00017224356334772723","0.00017224356334772723","","","true"
"114","263.12431257532273","23.780219211014163","4.781712896795454","0","0.020000000000000018","0.0036000000000000476","0.0364","1244.4444444444443","0.0002939980450042387","0","0.0002939980450042387","0.0002939980450042387","114_115:0.0125859738357387;114_113:0.012359444938569997","114_115:561.7777777777777;114_113:561.7777777777777","true"
"115","156.13978959902445","120.45765212140529","4.709543619115297","0","0.01100000000000001","0.020000000000000018","0.002","1244.4444444444443","0.0001521541577571634","0","0.0001521541577571634","0.0001521541577571634","","","true"
"116","116.69547624108118","147.54959548841074","4.9589034968576415","0","0.006000000000000005","0.010600000000000054","0.0014","1244.4444444444443","0.0002818907855847702","0","0.0002818907855847702","0.0002818907855847702","116_117:0.008453931244879531;116_115:0.01194760829779351","116_117:561.7777777777777;116_115:561.7777777777777","true"
"117","242.16603332086873","70.19930962205567","4.831574260516488","0","0.0131","0.016199999999999992","0.01","1244.4444444444443","0.00016370832360614444","0","0.00016370832360614444","0.00016370832360614444","117_118:0.005407242220654085","117_118:561.7777777777777","true"
"118","117.21318226863112","174.69096031833337","4.749129813508718","0","0.0026000000000000467","0.0046","0.0006000000000000449","1244.4444444444443","0.0001828149448949536","0","0.0001828149448949536","0.0001828149448949536","118_119:0.0160173463076676","118_119:561.7777777777777","true"
"119","221.82760826754694","168.0715969929737","4.610728869195339","0","0.005900000000000016","0.01100000000000001","0.0008","1244.4444444444443","0.000642082743822164","0","0.000642082743822164","0.000642082743822164","119_120:0.020661045249959292","119_120:561.7777777777777","true"
"120","248.607269351457","255.31631147379514","4.500652564998401","0","0.0036000000000000476","0.007000000000000006","0.0002","1244.4444444444443","0.00036512775618207245","0","0.00036512775618207245","0.00036512775618207245","","","true"
"121","302.4732872741779","113.57189494885942","4.620331603640411","0","0.07400000000000007","0.0664","0.0816","1244.4444444444443","0.00011673835873054273","0","0.00011673835873054273","0.00011673835873054273","121_120:0.019394451159018417","121_120:561.7777777777777","true"
"122","269.79281600257025","342.53585278899277","4.6880473967813545","0","0.0023999999999999577","0.0041999999999999815","0.0006","1244.4444444444443","0.00038932091739384364","0","0.00038932091739384364","0.00038932091739384364","122_123:0.008589387237867924;122_121:0.011355373998028107","122_123:561.7777777777777;122_121:561.7777777777777","true"
"123","247.33660349055782","240.77210128186655","4.730581360537833","0","0.08850000000000002","0.08520000000000005","0.0918","1244.4444444444443","0.00018290651617642258","0","0.00018290651617642258","0.00018290651617642258","123_124:0.009709526847415079","123_124:561.7777777777777","true"
"124","328.79727675582967","53.822178433373814","4.635032862666731","0","0.0022999999999999687","0.0036000000000000476","0.001","1244.4444444444443","0.00013399476437154413","0","0.00013399476437154413","0.00013399476437154413","","","true"
"125","311.857941960664","293.83293519714584","4.737116411905633","0","0.0030000000000000027","0.0040000000000000036","0.002","1244.4444444444443","0.0005877025720071621","0","0.0005877025720071621","0.0005877025720071621","125_124:0.014318480254742028;125_126:0.00928021981945018","125_124:561.7777777777777;125_126:561.7777777777777","true"
"126","235.02241929425736","56.72613093436402","4.702942386670661","0","0.0047999999999999154","0.007199999999999984","0.0024","1244.4444444444443","0.00017835041952696956","0","0.00017835041952696956","0.00017835041952696956","126_112:0.013463988027650337","126_112:561.7777777777777","true"
